Id,Prediction,Lyrics
2326,0.0,"Please me, baby"
2327,1.0,"Like a bear, she lay it all on me"
2328,0.0,I got n****s in Riverdale (Okay)
2329,1.0,I been dreamin'
2330,0.0,My girl hit me and ask why I don't text back
2331,1.0,Every minute and every hour
2332,0.0,"Okay, Christian Dior the sweater"
2333,0.0,"Like it ain't a choice for you, like you've got a job to do"
2334,1.0,"I'm gonna ride it, do it just how you like it"
2335,0.0,"She said, ""f*** if it hurts, I want it"", I'm on it"
2336,0.0,Yellow diamonds look like Homer (What?)
2337,1.0,Won't ask you to stay
2338,1.0,I've been thinkin' too much
2339,0.0,"You look me in my eyes and know you lying, man, that's fraud, bruh"
2340,1.0,I was getting kinda used to being someone you loved
2341,0.0,"(Yeah, yeah, yeah, yeah)"
2342,0.0,"You can try stealing my heart, it's already gone"
2343,1.0,I know they say I move on too fast
2344,1.0,"Just do that and then let the music do somethin',  and then do that again, that'd be enough for a record"
2345,1.0,"Now I feel bad for your boy, yeah"
2346,1.0,We don't need no bottle
2347,1.0,"Juicy thing, make that p**** sing"
2348,1.0,"I'm blackin' out, I'm all out of meds"
2349,0.0,So what the f*** you be wilin' for?
2350,0.0,Who get this motherf***er started? (Cardi)
2351,0.0,"BB belt hold up my pants, Louis pouch hold a FN"
2352,0.0,All I know is you ain't on my bedroom floor
2353,0.0,"Robber too, huh? Power to ya"
2354,0.0,"Gun it like a holster, baby"
2355,1.0,"Oh, I feel you over my body (Feel you over my body)"
2356,0.0,"You just gotta be worth it, yeah yeah"
2357,0.0,"Straight jacket music, I belong in asylum"
2358,1.0,"Then we rollin', then we rollin'"
2359,0.0,"Good designer on my waist, shooters keep the K"
2360,0.0,"Pulling me further, further than I've been before"
2361,0.0,"Talkin' in my sleep at night, makin' myself crazy"
2362,0.0,"But to each his own, n**** (Huh)"
2363,1.0,From the apartments to an arena
2364,0.0,I apologize if I'm movin' too far
2365,1.0,So join me in this bed (this bed) that I'm in (that I'm in)
2366,0.0,"She's so nasty (She's so nasty, yeah)"
2367,0.0,I ain't got the time to get you Saint Laurent now
2368,0.0,I put the M in a J (Ayy)
2369,0.0,"My smile is beamin' (Yeah), my skin is gleamin' (Is gleamin')"
2370,1.0,I thank God you came
2371,1.0,I just thought that she could be the one
2372,0.0,"West Coast, smokin' on Gushers, yeah"
2373,0.0,"Got it out the mud, there's nothin' you can tell me, yeah"
2374,1.0,Lay it all on me
2375,0.0,Ice keep droppin' and the drink keep flowin'
2376,0.0,That we shoot across the sky
2377,0.0,How many times did you lie? (A lot)
2378,1.0,"No wonder, wonder why I do whatever I like"
2379,0.0,"Wanna make your business my business, don't tell me lies, though"
2380,0.0,And she let it clap for a n****
2381,0.0,"Dinner reservations like the p****, you gon' eat out"
2382,1.0,"Baby so cold, he from the north, he from the Canada"
2383,0.0,"Still pickin around the world, tell the rats from snakes"
2384,0.0,"With a new woman, tell me she from Colorado"
2385,0.0,"It's true, I'm a sucker for you, yeah (Uh)"
2386,0.0,Just because I'm dressed like Abercrombie
2387,1.0,Don't call me angel
2388,1.0,And I'm so sick of them coming at me again (Coming at me again)
2389,1.0,All the girls on the block knocking at my door
2390,0.0,Spend my bank account tonight and have to borrow funds
2391,0.0,I think I got mixed personalities
2392,0.0,"AP, Muller, my Rollie"
2393,1.0,"You flip it on me, say I think too much"
2394,0.0,So you know I cannot slip (Slip)
2395,0.0,"Burberry pants, I got Burberry tennis shoes"
2396,1.0,"Don't, don't, don't, don't"
2397,1.0,To make your heart beat better?
2398,0.0,When I get to Heaven's gates
2399,0.0,I cannot say what I'm feeling
2400,0.0,We ah sip the Henny for the day baby
2401,0.0,"If I hit it from the back, she gon' hit the sidewalk"
2402,0.0,"When I'm on that molly, I feel savage, uh, uh"
2403,1.0,"And oh, I gotta keep, I keep on breathin', mmm, yeah"
2404,0.0,"Yeah, freakazoid lightnin' (lightnin')"
2405,1.0,To move the furniture so we could dance
2406,1.0,Enrique and baby Serayah
2407,1.0,Don't you wanna dance with me? No?
2408,0.0,"I f*** up a bag at the Fendi, I f*** up a bag in a minute"
2409,1.0,And one taught me pain
2410,0.0,"Man went PC just like Dell and Windows, some man been those"
2411,1.0,And any girl like you deserves a gentleman
2412,1.0,But I don't really know how
2413,1.0,I won't stop 'til I get where you are
2414,1.0,You need to calm down (You need to calm down)
2415,0.0,"You won't find nobody that can f*** you like I f*** you, bae"
2416,1.0,By thunder crashing in the dark (Crash in the dark)
2417,1.0,"You could leave a toothbrush at my place, at my place"
2418,0.0,"My youngins in that North, I pray that y'all gon' make it out"
2419,1.0,"Until the day i got to, when it come I'm gonna make way"
2420,1.0,"So, back up, back up, back up, back up, boy, ooh"
2421,0.0,How many times did you cheat? (A lot)
2422,0.0,"You a ref, my n****, you blew it (You blew it)"
2423,0.0,I go straight to VIP
2424,0.0,Riding 'round the city with my homies that know me
2425,1.0,"I don't hate you, but I hate to critique, overrate you"
2426,0.0,"You think that you're better off dead, yeah (Woah)"
2427,1.0,"Yeah, that's all I need"
2428,0.0,"I'm the only one in the army (The only one, yeah)"
2429,0.0,"I'm so dope like, yeah (Woo)"
2430,1.0,Then you cross me
2431,0.0,It's gon' be a minute 'til I'm back
2432,1.0,She loves when everybody's watching
2433,0.0,"You can take it how you want it, I'm sayin' facts"
2434,1.0,"No, I can't help myself no more"
2435,0.0,Mad about somethin' I said in 2012
2436,0.0,"Ooh, so player ooh"
2437,1.0,"I call your name, but you're not around"
2438,0.0,"Hidden Hills, deep off in the main (Main)"
2439,0.0,"I ain't pickin' up, I'm in Turks, lil' baby"
2440,0.0,"Every day my birthday, why the confetti stop?"
2441,0.0,"Motivate (motivate), motivate (motivate)"
2442,1.0,I think it's so cute and I think it's so sweet
2443,0.0,"We had an incident, but I cover incidentals"
2444,1.0,I know you moved on
2445,1.0,You and me were kids
2446,1.0,And it's messing with my health
2447,0.0,(One day) I'ma shake up the whole world
2448,0.0,"One on my wrist, Fendi right on my clothes, huh (What)"
2449,1.0,"Now look at what you lost, oh"
2450,1.0,Couples holding hands on a runway
2451,0.0,"I got some shooters, they ready to ride"
2452,1.0,That's not what love's supposed to do
2453,0.0,"Bentley truck lane to lane, blow out the brain (21)"
2454,1.0,"All good, Chubbs will look around"
2455,0.0,"Got a dance, but it's really on some street s***"
2456,0.0,Give me Donkey of the Day
2457,1.0,But I been on it on the low
2458,0.0,"Percocets, don't do Xans, boo"
2459,1.0,You should be sad
2460,1.0,"I know you need it, do you feel it?"
2461,0.0,So I squeeze out the lime on the ice of my drink
2462,0.0,"In the kitchen, wrist twistin' like it's stir fry (Whip it)"
2463,0.0,Most of these people can't never ever comprehend all the s*** that I've seen
2464,1.0,"Jesus, please use us"
2465,0.0,Two times for them b****es in the South Shore (Whoa)
2466,0.0,And made a note of the mistakes we can't afford again
2467,1.0,Lookin' back at my life make my heart race
2468,0.0,"God's plan, God's plan"
2469,1.0,"(Highs, highs, highs, highs, lows, lows, lows, lows)"
2470,1.0,"If you don't like the way I talk, then why am I on your mind?"
2471,1.0,"Say that our love ain't water under the bridge (Say it ain't so, say it ain't so)"
2472,0.0,I paid the cost to see apostrophes
2473,0.0,"Better than birds of a feather, you and me"
2474,1.0,"Usually don't give it away (Yeah, yeah)"
2475,0.0,"Takeoff, I'm the bird keeper, let the birds fly"
2476,1.0,They don't want you to have nothing
2477,0.0,"Ayy, I am the wisdom of the fallen; I'm the youth"
2478,1.0,I find myself longing for change
2479,1.0,Never know when someone come and try to take my life
2480,0.0,Didn't have a dime but I always had a vision
2481,0.0,My whole team ball
2482,1.0,I don't even like to freestyle for free
2483,0.0,"In the 305, b****es treat me like I'm Uncle Luke"
2484,1.0,"Lies, tell me lies, baby, tell me how you hate me"
2485,0.0,"Lollipoppin' (Poppin'), twerkin' in some J's (Ooh)"
2486,1.0,"And if you look, you'll fall in love (fall in love)"
2487,0.0,"b****, you know ain't no stopping no n**** like me (I just can't stop)"
2488,0.0,I took a plane to my hometown
2489,1.0,And I think about killing myself
2490,0.0,"Stop, you in danger"
2491,0.0,I just want somebody to die for (To die for)
2492,1.0,"But I, I'd rather fight"
2493,0.0,"Yeah, reckless behavior"
2494,1.0,"Roof was on, let me, love me"
2495,0.0,"Wine by the glass, your man a cheapskate, huh?"
2496,1.0,24 karat magic in the air
2497,1.0,We could give it a minute
2498,0.0,"And ain't nobody believe you, you could say whatever"
2499,0.0,And only get my new b**** respected
2500,0.0,"And now he wants to take it out on us"" (Ooouuu)"
2501,0.0,"Ride suicides, we keep this s*** alive (Yeah)"
2502,1.0,My world is brighter by itself
2503,1.0,"If you wanna get with me, better make it fast"
2504,1.0,"Well, so tired of being so tired"
2505,1.0,I was caught up in the aftermath
2506,0.0,"Came through drippin' (drip, drip)"
2507,0.0,I can take you to Topanga
2508,0.0,I be treatin' you like everyday your birthday
2509,1.0,Where's Osama been? I been laden lately
2510,0.0,"Ay, there ain't no second guess, then you done know so right now we carry di guess fi di gyal dem"
2511,1.0,"I'm back, baby, where the love?"
2512,0.0,"Lil' mama a party girl, she just wan' have fun too"
2513,1.0,"You can run free, I won't hold it against ya"
2514,1.0,Tell me where the good boys go
2515,0.0,I'll send some shots through a n**** wifebeater
2516,0.0,And every high got low with no one to blame
2517,1.0,"Hoping, thinking whenever you'll be back around"
2518,0.0,"Second line, second line, Tunechi got effective lines"
2519,0.0,Make that s*** clap
2520,1.0,Bury me 'til I confess
2521,1.0,There's nothing that a hundred men or more could ever do
2522,1.0,You can't hold my heart no more
2523,1.0,I don't even wanna go back home
2524,1.0,So come light me up
2525,0.0,"Who am I? Someone that's afraid to let go, uh"
2526,0.0,"Used to be feelin' depressed, now that I'm livin' I'm a little obsessed, yes"
2527,0.0,"I'm with the s***s, I'd kill him twice if he could die again"
2528,0.0,Aimin' at your head like a buffalo
2529,0.0,"I saw your girl, I had to scoop"
2530,1.0,I can't write one song that's not about you
2531,0.0,Gyal yo pum pum good and yuh fit
2532,0.0,They greet me at the door by my government name
2533,0.0,"One more time, baby, do it big"
2534,1.0,"Need you, tell me"
2535,0.0,"This could take some time, hey"
2536,0.0,Like having f***in' arguments for payin' fifty extra cents for barbecue
2537,0.0,Changing all our plans and
2538,1.0,"When you put me in the mix (Ah), put me in the mix (Ah)"
2539,1.0,"So let me be sad tonight, sad tonight, sad tonight"
2540,0.0,I play with the check and it's blue (Blue)
2541,0.0,"Youngin ain't gon' play with him, he did it off of love (Yeah)"
2542,0.0,"I think I'm finna break him, it's gon' be quick"
2543,1.0,"Everything, I own it"
2544,0.0,"Everything I got, she gettin' it, yeah"
2545,0.0,"Someone like me can be a real nightmare, completely aware"
2546,0.0,"Then I spilled this blood for you, hey"
2547,1.0,"(Would you rescue me? Ah, would you rescue me?)"
2548,0.0,We The Best Music
2549,0.0,"In the cut, I'm rollin' up my broccoli"
2550,1.0,Feelin' like a someone
2551,0.0,Go 'head and talk your s*** (Hey)
2552,1.0,"Oh yea, ah yea, ah ah yea"
2553,1.0,"Baby, I know I'll never find you again"
2554,0.0,"Shoot for the stars, aim for the moon"
2555,1.0,"Ah, ya, ya, ya, ya, I keep on hopin' we'll eat cake by the ocean (Huh)"
2556,1.0,"And I'm trying, trying, I'm trying, but I"
2557,0.0,"Walk it like I talk it, walk it, walk it like I talk it (hey)"
2558,1.0,Saw some things I didn't like
2559,1.0,Don't you wanna dance with me? No?
2560,0.0,"And ain't no rules, you got racks, you can get it done (Yeah)"
2561,0.0,"I said free all my n****s that's sentenced, stuck up in the jail (Free all my n****s, yeah)"
2562,1.0,"She's on the loose (She's coming, she's coming)"
2563,1.0,I'm amazed by the things that you would sacrifice
2564,1.0,"Standing there, killing time"
2565,0.0,"STG, swear to God they don't want none' (Hah)"
2566,1.0,I was caught up in the aftermath
2567,1.0,(Hold me close)
2568,1.0,"Sorry, I ain't sorry (You)"
2569,0.0,"I don't think this typhoon's letting up any time soon, here I go"
2570,1.0,"This was all you, none of it me"
2571,1.0,I just wanna dance
2572,1.0,Just to dance in the mirror when I'm at home
2573,0.0,"My shooter be begging ""please"", he ready to wack a n**** (Please, please)"
2574,0.0,"Bang those dividends, snakes stay slitherin'"
2575,0.0,"n****, Flacko Jodye season"
2576,0.0,Had to move these b****es up (Move up) 'cause they was in the way
2577,1.0,"Yeah, I am the s*** where we play"
2578,1.0,"Love your imperfections, every angle"
2579,0.0,"But them n****s don't know me, they just know the place I'm from"
2580,0.0,I put the gang on the flames
2581,0.0,They don't want to let me live
2582,0.0,"Then beg me to stay, beg me to stay, yeah"
2583,1.0,This love is like out of control
2584,1.0,But nothing can compare to when you're naked
2585,0.0,"Bedridden, shoulda been dead a long time ago"
2586,1.0,I'm tired of eyein' you
2587,0.0,"I ain't no puppet, I ain't with nobody controllin' me"
2588,1.0,I don't gotta hire goons
2589,1.0,I think I need to see a psychiatrist (Ooh)
2590,1.0,"Oh no, no, I can't take it"
2591,0.0,"I don't want the twat, just top, yeah"
2592,1.0,"Oh God, thank God that I found you"
2593,0.0,Two watches 'cause I'm in two different time zones
2594,1.0,I need to get you alone (Ooh)
2595,1.0,This may be the night that my dreams might let me know
2596,1.0,"Call me on my phone, I don't say s*** (what?)"
2597,0.0,I feel a lot like seventeen
2598,0.0,"I'm drippin', not slippin', my socks got Gucci Gang up on 'em (Drippin', I'm drippin')"
2599,1.0,"On the days when we were young, uh"
2600,0.0,"Trappin' the cocaine (Yeah), no gang, shooter with no name"
2601,0.0,"Skin like gold and my teeth like diamonds (Yeah, yeah, like diamonds)"
2602,1.0,"Hey, wait a minute"
2603,0.0,You decide if you're ever gonna let me know (Yeah)
2604,1.0,I'll never be the same
2605,1.0,Everyone before you was a waste of time
2606,1.0,"Every other night, another movie gettin' made"
2607,0.0,"Switchin' lanes and I'm seein' lights, you know I watch the curb"
2608,0.0,"Yeah, I just know they be watchin' it"
2609,0.0,'Cause I want you like Leon Ware (f*** that)
2610,1.0,It ain't my fault
2611,0.0,"The more time goes by, the more life happens"
2612,0.0,We were burnin' on the edge of somethin' beautiful
2613,1.0,I love when I meet Jesus
2614,0.0,"I go insane, insane"
2615,1.0,Didn't I rock with you all night?
2616,1.0,You know that I won't stop until I make you mine
2617,0.0,Rippin' markers up over shots of the Henny
2618,1.0,"Ride it, we're all alone"
2619,0.0,Keep it deep within your soul
2620,1.0,I wanna raise your spirits
2621,1.0,"Let me go, I'm spendin' time"
2622,0.0,"If you let that broke n**** f***, we tellin' (Rich sex)"
2623,1.0,It looks like you might be one of us
2624,0.0,Just pulled up with me (Huh?)
2625,1.0,"Looking high and low, someone let me know"
2626,1.0,"Two years, and just like that"
2627,1.0,You don't wanna ride the bus like this
2628,0.0,Big cold as the ice in your night cap
2629,1.0,I just let the time roll past
2630,0.0,You know that it's fake if it's in the news (Ooh)
2631,0.0,Had to buy me a carbine (Had to buy me a carbine)
2632,0.0,"Talkin' that s***, then that Glocky gon' hit it up"
2633,1.0,I want it that way
2634,0.0,"Stop by Pike Place, throwing fish to a player"
2635,0.0,"My skate stance is goofy, my bae a** is stupid"
2636,0.0,"People point at me, say, ""Oh my God"""
2637,1.0,"And to you, I just keep crawling"
2638,0.0,"Ayy, new freezer (New freezer, New freezer)"
2639,1.0,"I miss you, I miss you, I miss you more"
2640,0.0,And the vodka came diluted
2641,1.0,"Trust me, trust me"
2642,0.0,I took the money and flooded my bezel
2643,1.0,"Baby, tell me, would you die for me?"
2644,1.0,"Been livin' fast, no, I can't take it slowly (Slowly)"
2645,0.0,I screenshotted all her naked pics
2646,0.0,"Know that I can't get much higher, word to my supplier"
2647,0.0,"We rich, we came from the bottom (Rich)"
2648,0.0,"You know I, I don't like that, boy"
2649,0.0,"In the darkness, in the middle of the night"
2650,1.0,Watermelon sugar high
2651,0.0,Into a motherf***ing crime scene?
2652,1.0,"Ride it, ride it, let me feel you"
2653,1.0,Let's lose our minds and go f***ing crazy
2654,1.0,One more night of pure nirvana
2655,1.0,"Watch this madness, colorful charade"
2656,0.0,"Came through drippin' (drip, drip)"
2657,1.0,"You're reckless and you know it, they don't love you like I do"
2658,0.0,You can tell me what you need
2659,1.0,"That was not so bad, that, that, that was not so bad, was it?"
2660,0.0,"I probably would, I probably wouldn't"
2661,1.0,They wishin' on me
2662,1.0,I hope you know she's the one by the end of the night
2663,0.0,"I got the drop on your spot, everybody watch out"
2664,0.0,They give me migraines and damage my brain
2665,0.0,"She lookin', just look at her dancin' (Look at her)"
2666,0.0,Baby girl tryna call this bluff (Woo)
2667,0.0,And f***in' yo b**** like its part of my ritual
2668,1.0,"Yeah, babe, yeah, babe, yeah, babe (Yeah, babe)"
2669,1.0,We would walk on the sidewalk?
2670,0.0,Thinkin' it's time to go get 'em
2671,1.0,"So tell me, how deep is your love?"
2672,1.0,If this is all we're living for
2673,0.0,"I'll never let up on the pedal, might as well get the mop"
2674,0.0,"Turned my temple down into a prison, s***"
2675,0.0,"Yeah that's a fact, but I never been p****"
